review,cleaned_review,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str
"desa yg sangat bersih, pendukungnya ramah², udaranya sangat sejuk.","desa yang sangat bersih , pendukungnya ramah - ramah , udaranya sangat sejuk .",1,Positif,auto,0.9979453682899475,penglipuran,Kebersihan|Pelayanan|Suasana
bersih,bersih,1,Positif,auto,0.9951198101043701,penglipuran,Kebersihan
berwisata di desa ini akan menambah wawasan tentang masyarakat setempat yang begitu ramah dan akan selalu tersenyum menyambut kedatangan para pelancong yang ingin melihat rumah atau dapur mereka.,berwisata di desa ini akan menambah wawasan tentang masyarakat setempat yang begitu ramah dan akan selalu tersenyum menyambut kedatangan para pelancong yang ingin melihat rumah atau dapur mereka .,1,Positif,auto,0.9932239055633545,penglipuran,Pelayanan
desa sangat bersih penduduknya ramah bisa ditanya?,desa sangat bersih penduduknya ramah bisa ditanya ?,1,Positif,auto,0.9944657683372498,penglipuran,Kebersihan|Pelayanan
venue bagus. masy ramah,venue bagus . masyarakat ramah,1,Positif,auto,0.996269702911377,penglipuran,Pelayanan
desa terbesih,desa terbesih,0,Negatif,auto,0.8823652863502502,penglipuran,Lainnya
luar biasa,luar biasa,1,Positif,auto,0.9960201382637024,penglipuran,Lainnya
"desa wisata yg bagus, sangat bersih, masyarakat ramah","desa wisata yang bagus , sangat bersih , masyarakat ramah",1,Positif,auto,0.997589111328125,penglipuran,Kebersihan|Pelayanan
bagus tempatnya,bagus tempatnya,1,Positif,auto,0.9974125027656555,penglipuran,Lainnya
sangat bersih dan asri rapi desa ini nice village',sangat bersih dan asri rapi desa ini nice village ',1,Positif,auto,0.995919942855835,penglipuran,Kebersihan|Fasilitas|Suasana
salah satu masuk desa terbersih di dunia masih memegang kuat adat istiadat budaya corak kebudayaan hindu mantap,salah satu masuk desa terbersih di dunia masih memegang kuat adat istiadat budaya corak kebudayaan hindu mantap,1,Positif,auto,0.9717453122138977,penglipuran,Kebersihan|Budaya & Tradisi
"bersih banget desanya, mirip sama sade lombok tp ini versi lebih modern","bersih banget desanya , mirip sama sade lombok tapi ini versi lebih modern",1,Positif,auto,0.9947651624679565,penglipuran,Kebersihan
"desa tercantik dan terasri dg tatanan rumah serta adat yang senantiasa dijaga, pemandangan luar biasa cocok untuk spot foto","desa tercantik dan terasri dengan tatanan rumah serta adat yang senantiasa dijaga , pemandangan luar biasa cocok untuk spot foto",1,Positif,auto,0.9970640540122986,penglipuran,Pemandangan & Alam|Fasilitas|Suasana|Budaya & Tradisi
tempat e kalaupun matahari bersinar terang tetap adem. . . yg hobi duren juga ada spot foto ooo banyak warung juga ada. . . lengkap,tempat e kalaupun matahari bersinar terang tetap adem . yang hobi duren juga ada spot foto o banyak warung juga ada . lengkap,1,Positif,auto,0.9969504475593567,penglipuran,Fasilitas|Kuliner|Suasana
"suasananya nyaman, bersih, dan asri. rekomendasi banget buat berkunjung","suasananya nyaman , bersih , dan asri . rekomendasi banget buat berkunjung",1,Positif,auto,0.9979494214057922,penglipuran,Kebersihan|Suasana
desanya bersih dan memang sangat unik tempatnya bagus. tiket 25 mobil 5k,desanya bersih dan memang sangat unik tempatnya bagus . tiket 25 mobil 5k,1,Positif,auto,0.9975271821022034,penglipuran,Kebersihan|Harga & Tiket|Akses & Lokasi
"desa adat penglipuran, dengan jejeran rumah yang khas dan asri dengan kawasan yang tertata rapih dan sangat bersih. salah satu wisata budaya favorit. bisa beli souvenir khas bali. bisa menyewa kebaya bali untuk berfoto. ada juga yang menjual duren dengan makan lesehan dengan durennya yang enak dan murah.","desa adat penglipuran , dengan jejeran rumah yang khas dan asri dengan kawasan yang tertata rapi dan sangat bersih . salah satu wisata budaya favorit . bisa beli suvenir khas bali . bisa menyewa kebaya bali untuk berfoto . ada juga yang menjual duren dengan makan lesehan dengan durennya yang enak dan murah .",1,Positif,auto,0.9984334111213684,penglipuran,Kebersihan|Harga & Tiket|Kuliner|Suasana|Budaya & Tradisi
beraih,beraih,1,Positif,auto,0.990348219871521,penglipuran,Lainnya
suasana asri pedesaan. sewa pakaian adat bali. spot foto. penjualan souvenir,suasana asri pedesaan . sewa pakaian adat bali . spot foto . penjualan suvenir,1,Positif,auto,0.8022586107254028,penglipuran,Fasilitas|Suasana|Budaya & Tradisi
bagus,bagus,1,Positif,auto,0.9961093068122864,penglipuran,Lainnya
"very recommended for those who love taking pictures of themselves or nature. banyak spot spot foto yg bisa kalian kunjungi. bisa sewa baju adat, beli oleh oleh khas bali atau oleh oleh khas dari desa penglipuran itu sendiri, seperti kopi. udaranya sejuk banget segar","very recommended for those who love taking pictures of themselves or nature . banyak spot spot foto yang bisa kalian kunjungi . bisa sewa baju adat , beli oleh oleh khas bali atau oleh oleh khas dari desa penglipuran itu sendiri , seperti kopi . udaranya sejuk banget segar",1,Positif,auto,0.9981430768966675,penglipuran,Fasilitas|Kuliner|Suasana|Budaya & Tradisi
"tempat bersih, asri dan nyaman","tempat bersih , asri dan nyaman",1,Positif,auto,0.9969655871391296,penglipuran,Kebersihan|Suasana
desa nya bersih warganya ramah . . sayang aja kadang ada pengunjung yang membuang sampah seenaknya,desa nya bersih warganya ramah . sayang aja kadang ada pengunjung yang membuang sampah seenaknya,1,Positif,auto,0.9688184857368469,penglipuran,Kebersihan|Pelayanan
ok banget ga pernah bosen kalo kemari,ok banget tidak pernah bosen kalo kemari,1,Positif,auto,0.9970129728317261,penglipuran,Lainnya
desa wisata penglipuran konsisten dengan desa budanya lokal masyarakat bali,desa wisata penglipuran konsisten dengan desa budanya lokal masyarakat bali,1,Positif,auto,0.9679351449012756,penglipuran,Pelayanan
"suasana desa yg bersih, nyaman dan masih mempertahankan bangunan rumah2 yg masih tradisional serta penduduknya yg wellcome banged. . . kereeeen panglipuran. . . dan tidak salah kalau desa ini mendapatkan penghargaan desa terbersih dari dunia","suasana desa yang bersih , nyaman dan masih mempertahankan bangunan rumah2 yang masih tradisional serta penduduknya yang wellcome banged . kereeeen panglipuran . dan tidak salah kalau desa ini mendapatkan penghargaan desa terbersih dari dunia",1,Positif,auto,0.9964872598648071,penglipuran,Kebersihan|Harga & Tiket|Suasana|Budaya & Tradisi
"tempatnya bersih, udaranya sejuk, warganya ramah dan barang yv dijual murah","tempatnya bersih , udaranya sejuk , warganya ramah dan barang yv dijual murah",1,Positif,auto,0.9978194236755371,penglipuran,Kebersihan|Pelayanan|Harga & Tiket|Suasana
"desanya bersih, rapi, berciri khas ada anjing lucu yg suka ikut naik turun wisatawan, tapi ga ganggu kok","desanya bersih , rapi , berciri khas ada anjing lucu yang suka ikut naik turun wisatawan , tapi tidak ganggu kok",1,Positif,auto,0.9978377223014832,penglipuran,Kebersihan
"pesona yang ditawarkan oleh bali seolah tak ada habisnya. setiap lokasinya menyuguhkan daya tarik tersendiri yang mampu menyihir para wisatawan untuk kembali lagi. mulai dari pantainya yang menenangkan, bentangan alamnya yang mengagumkan, pesona bawah lautnya yang spektakuler, keharmonisan masyarakatnya, hingga suguhan kulinernya yang menggoyang lidah.","pesona yang ditawarkan oleh bali seolah tak ada habisnya . setiap lokasinya menyuguhkan daya tarik tersendiri yang mampu menyihir para wisatawan untuk kembali lagi . mulai dari pantainya yang menenangkan , bentangan alamnya yang mengagumkan , pesona bawah lautnya yang spektakuler , keharmonisan masyarakatnya , hingga suguhan kulinernya yang menggoyang lidah .",1,Positif,auto,0.9974943399429321,penglipuran,Pemandangan & Alam|Pelayanan|Kuliner|Akses & Lokasi|Budaya & Tradisi
"tempat yang nyaman untuk di kunjungi, penduduknya ramah, memiliki keunikan dengan desa2 lain yang ada di bali dengan memegang teguh adat istiadat bali aga, ada hutan bambu dan rumah bambu di setiap rumah penduduk dan bisa berkunjung dan berinteraksi langsung di rumah penduduk tentang sejarah dari berdirinya desa penglipuran","tempat yang nyaman untuk dikunjungi , penduduknya ramah , memiliki keunikan dengan desa2 lain yang ada di bali dengan memegang teguh adat istiadat bali aga , ada hutan bambu dan rumah bambu di setiap rumah penduduk dan bisa berkunjung dan berinteraksi langsung di rumah penduduk tentang sejarah dari berdirinya desa penglipuran",1,Positif,auto,0.9972549080848694,penglipuran,Pemandangan & Alam|Pelayanan|Suasana|Budaya & Tradisi
"desa penglipur kabupaten bangli , bali total 112 hektar dg ketinggian 500-600m di atas permukaan laut dg suhu 16-29 sejuk lokasi 45kilometer dari denpasar desa yang sangat tenang asri dengan ke arifan lokal sangat cocok untuk liburan keluarga kecil yang menginginkan tempat tenang asri dan sejuk dan juga bersih","desa penglipur kabupaten bangli , bali total 112 hektar dengan ketinggian 500 - 600m di atas permukaan laut dengan suhu 16 - 29 sejuk lokasi 45kilometer dari denpasar desa yang sangat tenang asri dengan ke arifan lokal sangat cocok untuk liburan keluarga kecil yang menginginkan tempat tenang asri dan sejuk dan juga bersih",1,Positif,auto,0.9972434043884277,penglipuran,Pemandangan & Alam|Kebersihan|Suasana|Akses & Lokasi
bersih,bersih,1,Positif,auto,0.9951198101043701,penglipuran,Kebersihan
"seminggu yang lalu aku berkunjung ke desa adat panglipuran bali. halaman yang rapi, serta rumah adatnya yang berjejer indah, cantik, dan berseragam. untuk tiket masuknya 25. 000 per orang dan sudah termasuk tiket kendaraan. desa ini di setiap rumah ternyata memang di huni. di sini juga menyediakan penginapan untuk yang mau bermalam tentunya harganya bermacam-macam. yang mengagumkan lagi, di setiap rumah berjualan berbagai barang khas bali seperti baju, kain dll. oiya yang mau foto-foto pakai baju adat bali juga bisa lho, ada penyewaannya jugaaa.","seminggu yang lalu aku berkunjung ke desa adat panglipuran bali . halaman yang rapi , serta rumah adatnya yang berjejer indah , cantik , dan berseragam . untuk tiket masuknya 25 . 000 per orang dan sudah termasuk tiket kendaraan . desa ini di setiap rumah ternyata memang di huni . di sini juga menyediakan penginapan untuk yang mau bermalam tentunya harganya bermacam - macam . yang mengagumkan lagi , di setiap rumah berjualan berbagai barang khas bali seperti baju , kain dl . oiya yang mau foto - foto pakai baju adat bali juga bisa lho , ada penyewaannya juga .",1,Positif,auto,0.9966223239898682,penglipuran,Pemandangan & Alam|Kebersihan|Fasilitas|Harga & Tiket|Akses & Lokasi|Budaya & Tradisi
sangat bagusss tempatnya,sangat bagus tempatnya,1,Positif,auto,0.9973207116127014,penglipuran,Lainnya
"desa nya bersih dan orang orang nya ramah sekali, semoga aku bisa balik lagi kesini dengan orang yang sama dalam keadaan udah punya baby","desa nya bersih dan orang orangnya ramah sekali , semoga aku bisa balik lagi kesini dengan orang yang sama dalam keadaan udah punya baby",1,Positif,auto,0.9968998432159424,penglipuran,Pemandangan & Alam|Kebersihan|Pelayanan
"desa adat yang penuh nuansa tradisi, asri, udara sejuk, menyatu dengan alam. . ada minuman tradisional ""cem cem"", jika sdg musim, durianya enak. . ada banyak pilihan sovenir yang tersedia di rumah2 penduduk yang bisa menjadi buah tangan. . tempat ini cocok untuk healing dan wisata edukasi. .","desa adat yang penuh nuansa tradisi , asri , udara sejuk , menyatu dengan alam . ada minuman tradisional "" cem cem "" , jika sdg musim , durianya enak . ada banyak pilihan suvenir yang tersedia di rumah2 penduduk yang bisa menjadi buah tangan . tempat ini cocok untuk healing dan wisata edukasi .",1,Positif,auto,0.9979038238525391,penglipuran,Pemandangan & Alam|Kuliner|Suasana|Budaya & Tradisi
salah satu desa terbersih di dunia,salah satu desa terbersih di dunia,1,Positif,auto,0.7697702050209045,penglipuran,Kebersihan
bagus,bagus,1,Positif,auto,0.9961093068122864,penglipuran,Lainnya
suasana bersih dan penduduknya yang ramah membuat betah berlama-lama ditempat ini.,suasana bersih dan penduduknya yang ramah membuat betah berlama - lama ditempat ini .,1,Positif,auto,0.9978222846984863,penglipuran,Kebersihan|Pelayanan|Suasana
"desa yg menjunjung tinggi budaya dan kebersihan kesehatan, jadi makin dekat dengan alamnya","desa yang menjunjung tinggi budaya dan kebersihan kesehatan , jadi makin dekat dengan alamnya",1,Positif,auto,0.9957962036132812,penglipuran,Pemandangan & Alam|Kebersihan|Akses & Lokasi|Budaya & Tradisi
desa sangat aman sejuk,desa sangat aman sejuk,1,Positif,auto,0.9971170425415039,penglipuran,Suasana
desa ini di nobat kan menjadi desa terbersih sedunia. . anda akan melihat didesa ini desain rumahnya sama semua. dan memang seperti itu. disana juga ada area untuk menghukum tempat mereka yang melakukan hukuman berpoligami. kalian pun dapat menikmati kopi dan pisang goreng disana,desa ini di nobat kan menjadi desa terbersih sedunia . anda akan melihat didesa ini desain rumahnya sama semua . dan memang seperti itu . di sana juga ada area untuk menghukum tempat mereka yang melakukan hukuman berpoligami . kalian pun dapat menikmati kopi dan pisang goreng di sana,1,Positif,auto,0.9933000802993774,penglipuran,Kebersihan|Kuliner
desanya benar2 bersih kerenn,desanya benar - benar bersih keren,1,Positif,auto,0.9968228340148926,penglipuran,Kebersihan
tempat yang bagus dan bersih,tempat yang bagus dan bersih,1,Positif,auto,0.9964262843132019,penglipuran,Kebersihan
"rame banget sama wisatawan susah buat dapet foto tp engga bocor gitu, tp gapapalah, dibalik itu, tetep aja desa adat ini patut buat diacungi jempol kagum banget sama desa adat ini, bener2 bersih dan berjajar rapi kalau kesana jangan lupa cicipi loloh cem-cem yakkk","ramai banget sama wisatawan susah buat dapet foto tapi engga bocor gitu , tapi gapapalah , dibalik itu , tetep aja desa adat ini patut buat diacungi jempol kagum banget sama desa adat ini , bener2 bersih dan berjajar rapi kalau ke sana jangan lupa cicipi loloh cem - cem yak",1,Positif,auto,0.9975574016571045,penglipuran,Kebersihan|Budaya & Tradisi
luar biasa,luar biasa,1,Positif,auto,0.9960201382637024,penglipuran,Lainnya
"desa nya cukup unik bersih, udara sejuk. rekomendasi datang agak pagi biar bisa foto nyaman gak terlalu rame. kalau udah siang apalagi musim liburan penuh banget","desa nya cukup unik bersih , udara sejuk . rekomendasi datang agak pagi biar bisa foto nyaman tidak terlalu ramai . kalau udah siang apalagi musim liburan penuh banget",1,Positif,auto,0.9980460405349731,penglipuran,Kebersihan|Suasana
jajanan murah walaupun ditempat wisata yang mendunia,jajanan murah walaupun ditempat wisata yang mendunia,1,Positif,auto,0.9753721356391907,penglipuran,Harga & Tiket|Kuliner
indah. .,indah .,1,Positif,auto,0.9966601133346558,penglipuran,Lainnya
"bersih, lumayan raman pengunjung, otentik, hampir setiap rumah jual aksesoris dllnya","bersih , lumayan raman pengunjung , otentik , hampir setiap rumah jual aksesoris dllnya",1,Positif,auto,0.9936188459396362,penglipuran,Kebersihan|Akses & Lokasi
"saran kalau bisa weekdays krna klau weekend ramai banget, dan beli sovenir dll disini murah"" dan bisa sewa baju bali juga.","saran kalau bisa weekdays krna klau weekend ramai banget , dan beli suvenir dl di sini murah "" dan bisa sewa baju bali juga .",1,Positif,auto,0.9890486001968384,penglipuran,Harga & Tiket
"desa wisata yang menarik, cocok untuk yang gemar foto foto dan ada persewaan baju adat bali. warga setempat ramah dan udara bersih plus sejuk.","desa wisata yang menarik , cocok untuk yang gemar foto foto dan ada persewaan baju adat bali . warga setempat ramah dan udara bersih plus sejuk .",1,Positif,auto,0.9981923699378967,penglipuran,Kebersihan|Pelayanan|Suasana|Budaya & Tradisi
bersih bgettt . suasana asri likeee bali,bersih bget . suasana asri like bali,1,Positif,auto,0.9973378777503967,penglipuran,Kebersihan|Suasana
desa yang sangat asri. . . sejuk dan bersih,desa yang sangat asri . sejuk dan bersih,1,Positif,auto,0.9976175427436829,penglipuran,Kebersihan|Suasana
desa yg bagus. . . bersih rapih. . . seneng liatnya,desa yang bagus . bersih rapi . seneng liatnya,1,Positif,auto,0.9978017210960388,penglipuran,Kebersihan
kalau kebali mampir lagi,kalau kebali mampir lagi,2,Netral,auto,0.9319778680801392,penglipuran,Lainnya
"desa wisata bersih, aman nyaman. . .","desa wisata bersih , aman nyaman .",1,Positif,auto,0.9959178566932678,penglipuran,Kebersihan|Suasana
"desa bersih, warga desa ramah","desa bersih , warga desa ramah",1,Positif,auto,0.9938362240791321,penglipuran,Kebersihan|Pelayanan
"desa yg bersih, penduduknya ramah banget, asri, adem","desa yang bersih , penduduknya ramah banget , asri , adem",1,Positif,auto,0.9979345798492432,penglipuran,Kebersihan|Pelayanan|Suasana
kampung terbersih di dunia,kampung terbersih di dunia,1,Positif,auto,0.9599836468696594,penglipuran,Kebersihan
ini nih desa paling bersih di dunia. bisa di buat percontohan buat desa wisata yg lain. masyarakatnya ramah2. pokoknya 1000jempol buat masyarakatnya.,ini nih desa paling bersih di dunia . bisa di buat percontohan buat desa wisata yang lain . masyarakatnya ramah - ramah . pokoknya 1000jempol buat masyarakatnya .,1,Positif,auto,0.9966745376586914,penglipuran,Kebersihan|Pelayanan
tidak seharus nya petugas pelayanan loket masuk suka cengengesan/menertawakan kalau ada pengunjung datang.,tidak seharus nya petugas pelayanan loket masuk suka cengengesan / menertawakan kalau ada pengunjung datang .,0,Negatif,auto,0.9971228241920471,penglipuran,Pelayanan
"bagus, asri dan bikin betah. . . . indonesia bangga punya penglipuran","bagus , asri dan bikin betah . indonesia bangga punya penglipuran",1,Positif,auto,0.9977288842201233,penglipuran,Suasana
bersih bagus tertata rapi,bersih bagus tertata rapi,1,Positif,auto,0.9964303374290466,penglipuran,Kebersihan
emang bener bersih ni desa tapi untuk harga makanan atau cemilan agak mahal buat turis domestik. selebihnya bagus dan asri desanya,emang bener bersih ni desa tapi untuk harga makanan atau cemilan agak mahal buat turis domestik . selebihnya bagus dan asri desanya,1,Positif,auto,0.9921582937240601,penglipuran,Kebersihan|Harga & Tiket|Kuliner|Suasana
"sering ke bali. . tp br pertama kali kmrn mencoba mampir. . ternyata indaaaaaah, . bersih . . . mampir juga ke rmh penduduk, . makan durian dan salak. . keren"". . . pasti mampir lg ke panglipuran . . love it so","sering ke bali . tapi br pertama kali kmrn mencoba mampir . ternyata indaaaaaah . bersih . mampir juga ke rumah penduduk . makan durian dan salak . keren "" . pasti mampir lg ke panglipuran . love it so",1,Positif,auto,0.9977964162826538,penglipuran,Kebersihan|Kuliner
desa terindah dan terbersih. kalian bisa sewa baju adat disini juga. . warganya juga ramah2. jadi kangen bali. .,desa terindah dan terbersih . kalian bisa sewa baju adat di sini juga . warganya juga ramah - ramah . jadi kangen bali .,1,Positif,auto,0.9979214072227478,penglipuran,Kebersihan|Pelayanan|Budaya & Tradisi
"mantab, bali sekali","mantap , bali sekali",1,Positif,auto,0.9970093965530396,penglipuran,Lainnya
"desa wisata yg bersih dan nyaman, , ,","desa wisata yang bersih dan nyaman ,",1,Positif,auto,0.9961750507354736,penglipuran,Kebersihan|Suasana
"sangat menyenangkan bisa datang ke desa penglipuran, penduduknya ramah, di tiap rumah menyediakan pernak pernik khas bali dan makanan serta kopi khas bali. kebetulan saya mampir ke rumah no 25, yg punya rumah sangat ramah sekali, kami membeli pernak pernik khas bali dengan harga yang sangat terjangkau, belum lagi kami juga diberi diskon dan bonus. terimakasih mbok dan bli pemilik rumah no 25. sehat² selalu.","sangat menyenangkan bisa datang ke desa penglipuran , penduduknya ramah , di tiap rumah menyediakan pernak pernik khas bali dan makanan serta kopi khas bali . kebetulan saya mampir ke rumah no 25 , yang punya rumah sangat ramah sekali , kami membeli pernak pernik khas bali dengan harga yang sangat terjangkau , belum lagi kami juga diberi diskon dan bonus . terimakasih mbok dan bli pemilik rumah no 25 . sehat selalu .",1,Positif,auto,0.9976966977119446,penglipuran,Pelayanan|Harga & Tiket|Kuliner
"desa tradisional dengan tetap mempertahankan adat istiadatnya, tapi masyarakatnya tetap dapat menyesuaikan dengan kehidupan modern. liar biasa. . .","desa tradisional dengan tetap mempertahankan adat istiadatnya , tapi masyarakatnya tetap dapat menyesuaikan dengan kehidupan modern . liar biasa .",1,Positif,auto,0.76771479845047,penglipuran,Pelayanan|Budaya & Tradisi
disini kita bakal menemukan kedamaian & keasrian desa,di sini kita bakal menemukan kedamaian & keasrian desa,1,Positif,auto,0.9843186736106873,penglipuran,Suasana
"benar benar desa yang bersih. . parkir cukup luas. . pas datang kesana padat parkiran tp ada bli yg bantu menata parkir dan mencarikan tempat untuk parkir. . ada beberapa toko pernak pernik, jual ice cream , makanan berat dan ringan , buah buahan, ada homestay juga. . tempat nya juga ramah anak2 karena ada jajanan jd bisa betah juga. . yang repot kalau hujan, , cm ada pendopo besar atau balai kumpul gitu yang bisa jadi tempat duduk atau menunggu kalau hujan. . video lebih jelas nya tentang sekitar nya ada di youtube keith family story semoga membantuu. . happy holidayy. .","benar benar desa yang bersih . parkir cukup luas . pas datang ke sana padat parkiran tapi ada bli yang bantu menata parkir dan mencarikan tempat untuk parkir . ada beberapa toko pernak pernik , jual ice cream , makanan berat dan ringan , buah buahan , ada homestay juga . tempatnya juga ramah anak - anak karena ada jajanan jadi bisa betah juga . yang repot kalau hujan , cm ada pendopo besar atau balai kumpul gitu yang bisa jadi tempat duduk atau menunggu kalau hujan . video lebih jelas nya tentang sekitar nya ada di youtube keith family story semoga membantu . happy holiday .",1,Positif,auto,0.9965047836303711,penglipuran,Kebersihan|Pelayanan|Fasilitas|Kuliner|Budaya & Tradisi
"desa wisata panglipuran, salah satu tempat yang wajib dikunjungi jika berwisata ke bali, , berada di desa bangil. . tempatnya bersih damai, , kita bisa memasuki rumah2 yang ada disepanjang desa panglipuran namun ttp tidak berisik, , banyak yg menjual berbagai kerajinan bali, ada tempat penyewaan baju traditional bali, , ada juga yg menjual buah2an. . banyak spot photo yg menarik. .","desa wisata panglipuran , salah satu tempat yang wajib dikunjungi jika berwisata ke bali , berada di desa bangil . tempatnya bersih damai , kita bisa memasuki rumah2 yang ada disepanjang desa panglipuran namun tapi tidak berisik , banyak yang menjual berbagai kerajinan bali , ada tempat penyewaan baju traditional bali , ada juga yang menjual buah2an . banyak spot foto yang menarik .",1,Positif,auto,0.9981366395950317,penglipuran,Kebersihan|Fasilitas|Suasana|Budaya & Tradisi
baguuus biaya masuk 25. 000 perorang bisa sewa baju 50rb perorang kalau bertiga bisa ditawar 100rb buat 3 orang,baguuus biaya masuk 25 . 000 perorang bisa sewa baju 50rb perorang kalau bertiga bisa ditawar 100rb buat 3 orang,1,Positif,auto,0.9511992335319519,penglipuran,Harga & Tiket
sangaat bagus. desanya bersih. banyak dijual kerajinan tangan dan oleh2,sangaat bagus . desanya bersih . banyak dijual kerajinan tangan dan oleh2,1,Positif,auto,0.9942302703857422,penglipuran,Kebersihan|Budaya & Tradisi
desanya bersih tapi tiketnya gk masuk akal,desanya bersih tapi tiketnya tidak masuk akal,0,Negatif,auto,0.9979629516601562,penglipuran,Kebersihan|Harga & Tiket
sempat jadi mbok bali euy,sempat jadi mbok bali euy,1,Positif,auto,0.9376002550125122,penglipuran,Lainnya
tempat pariwisata yg asri sejarah lokal dan unik,tempat pariwisata yang asri sejarah lokal dan unik,1,Positif,auto,0.9965708255767822,penglipuran,Suasana|Budaya & Tradisi
desa terbersih dengan segala kearifan lokalnya,desa terbersih dengan segala kearifan lokalnya,1,Positif,auto,0.9745891094207764,penglipuran,Kebersihan
tidak semua orang menyukai kesini. kecuali memang penikmat pedesaan. . . suka budaya. . karena banyak yg bosan dan meilih duduk. saya sendiri suka. . . karena auranya beda. . . sebagai desa yg memiliki keunikn sendiri. . didiami 400kk. . . menurut mbk ratni guide kami. . laki2 jika memiliki istri lebih dari satu akan diasingkan. letaknya diujung desa tsb. tapi belum pernah kejadian. di rumah2 penduduk. . ada kerajinan. . jual kebaya bali. . . bahkan durian. bisa ngobrol dgn penduduknya.,tidak semua orang menyukai kesini . kecuali memang penikmat pedesaan . suka budaya . karena banyak yang bosan dan meilih duduk . saya sendiri suka . karena auranya beda . sebagai desa yang memiliki keunikn sendiri . didiami 400kk . menurut mbk ratni guide kami . laki2 jika memiliki istri lebih dari satu akan diasingkan . letaknya diujung desa tsb . tapi belum pernah kejadian . di rumah2 penduduk . ada kerajinan . jual kebaya bali . bahkan durian . bisa ngobrol dengan penduduknya .,1,Positif,auto,0.9938137531280518,penglipuran,Pelayanan|Kuliner|Budaya & Tradisi
desa terwaw,desa terwaw,1,Positif,auto,0.9046374559402466,penglipuran,Lainnya
desa yang indah dan tertib . . . kultur masyarakatnya patut ditiru,desa yang indah dan tertib . kultur masyarakatnya patut ditiru,1,Positif,auto,0.9960358738899231,penglipuran,Pelayanan
"benar"" bersih. . .","benar "" bersih .",1,Positif,auto,0.9705650210380554,penglipuran,Kebersihan
"desanya bersiiih sekali, warganya ramah, bahkan diperbolehkan menumpang sholat di rumah warga. kalo ke sini jangan lupa coba loloh cem cem 5 ribuan sajaa","desanya bersiiih sekali , warganya ramah , bahkan diperbolehkan menumpang sholat di rumah warga . kalo ke sini jangan lupa coba loloh cem cem 5 ribuan saja",1,Positif,auto,0.9911681413650513,penglipuran,Pelayanan|Kuliner
suasana bali yg asli masih terasa,suasana bali yang asli masih terasa,1,Positif,auto,0.9893990755081177,penglipuran,Suasana
"sejuk, ramah, hijau, murah, dan bersiiiih","sejuk , ramah , hijau , murah , dan bersiiiih",1,Positif,auto,0.9972901344299316,penglipuran,Pelayanan|Harga & Tiket|Suasana
"tempatnya bersih, aman, indah dan unik. di samping jalan di hiasi angkul-angkul yang seragam. tapi sedikit masukan di depan rumah di area wisata sebaiknya jangan di isi dagangan/warung tempat jualan yang langsung di lihat dari luar. sehingga tidak terlihat metaksu, alias murahan. sebaiknya disediakan tempat khusus berdagang di luar area desa itu.","tempatnya bersih , aman , indah dan unik . di samping jalan di hiasi angkul - angkul yang seragam . tapi sedikit masukan di depan rumah di area wisata sebaiknya jangan di isi dagangan / warung tempat jualan yang langsung di lihat dari luar . sehingga tidak terlihat metaksu , alias murahan . sebaiknya disediakan tempat khusus berdagang di luar area desa itu .",1,Positif,auto,0.9588096141815186,penglipuran,Kebersihan|Harga & Tiket|Kuliner|Akses & Lokasi
"desanya bagus, bersih. . penghuninya ramah². dari semua itu, yg plg best-nya adalah. . durian! enak bangettt itu durian yg dijual di situ","desanya bagus , bersih . penghuninya ramah - ramah . dari semua itu , yang plg best - nya adalah . durian ! enak banget itu durian yang dijual di situ",1,Positif,auto,0.9984114170074463,penglipuran,Kebersihan|Pelayanan
desa wisata di bali yang menawarkan pesona pedesaan yang asri. wajib kesini ya kalo berlibur di bali.,desa wisata di bali yang menawarkan pesona pedesaan yang asri . wajib kesini ya kalo berlibur di bali .,1,Positif,auto,0.9973611235618591,penglipuran,Suasana
"pemandangannya cantik , indah dan bersih . penduduknya juga ramah .","pemandangannya cantik , indah dan bersih . penduduknya juga ramah .",1,Positif,auto,0.998111367225647,penglipuran,Pemandangan & Alam|Kebersihan|Pelayanan
desa yg asri dan penduduk yg sangat ramah d tmbh kentalnya khas adat yg masih melekat,desa yang asri dan penduduk yang sangat ramah di tmbh kentalnya khas adat yang masih melekat,1,Positif,auto,0.9968016147613525,penglipuran,Pelayanan|Suasana|Budaya & Tradisi
"desa panglipuran, desa kecil dan menarik","desa panglipuran , desa kecil dan menarik",1,Positif,auto,0.9284927845001221,penglipuran,Lainnya
unik. . . . ada data jumlah jiwa per rumah yg ditempel di pintu. aktivitas motor lewat belakang. bila beruntung untuk rombongan bisa pesta durian. manggis dan salaknya enak,unik . ada data jumlah jiwa per rumah yang ditempel di pintu . aktivitas motor lewat belakang . bila beruntung untuk rombongan bisa pesta durian . manggis dan salaknya enak,1,Positif,auto,0.9977038502693176,penglipuran,Akses & Lokasi
desa adat tertua di bali. . . bersih dan terjaga,desa adat tertua di bali . bersih dan terjaga,1,Positif,auto,0.9915361404418945,penglipuran,Kebersihan|Budaya & Tradisi
keindahan khas bali yg perlu dilestarikan,keindahan khas bali yang perlu dilestarikan,1,Positif,auto,0.9825893640518188,penglipuran,Budaya & Tradisi
